Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2.6?,How bad would it be if Spack ONLY worked with Python 3?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,"Rank these TBD Spack features by importance [New, backtracking concretizer]",Rank these TBD Spack features by importance [Use existing installs more aggressively],Rank these TBD Spack features by importance [Separate concretization of build dependencies ],Rank these TBD Spack features by importance [AWS/Azure/GCP/Cloud integration],"Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Better Developer features (easily develop multiple packages + 3rd party dependencies)],Rank these TBD Spack features by importance [Notifications about changes to my packages],Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],What features NOT in the prior list would you like to see?,"If we had a (virtual) workshop on Spack, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack helps you the most?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?
11/17/2020 19:08:29,Software Developer,University HPC/Computing Center,Switzerland,No,"Traditional HPC / Simulation, AI/ML",Word of mouth,0,"No, Core Features",0.15,"macOS, Red Hat, CentOS, Ubuntu, Debian, Arch, SuSE, Fedora, Alpine, Windows Subsystem for Linux (WSL)",10 - 100,3.8,Do it!,I'd live (I can provide Python 3 somehow),spack load,"Environments, Module generation, spack containerize, Externals in packages.yaml, spack ci (generate GitLab Pipelines), Distributed Builds (srun spack install)","AMD, Intel, ARM","NVIDIA, AMD, Intel","gcc, Intel OneAPI / dpc++, LLVM, AMD hipclang, nvcc, armclang",Slightly Important,Very Important,Very Important,Slightly Important,Very Important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Very Important,Somewhat important,azure integration,"Yes, I'd attend",Yes,"Documentation, Slack, Coworkers",Weekly,No,OK,OK,OK,Good,,,,,,
11/17/2020 19:09:27,Scientist/Researcher,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,Yes,"Traditional HPC / Simulation, Statistics / Data Analysis, Computer Science Research",Word of mouth,2,"Packages, Documentation","0.15, develop","Red Hat, Debian",100 - 200,"3.6, 3.7, 3.8",Do it!,Do it!,"spack load, Spack environments, Lmod",Environments,"AMD, Intel, IBM Power, ARM","NVIDIA, AMD, Intel","gcc, LLVM, XL",Slightly Important,Critical,Somewhat important,Somewhat important,Very Important,Critical,Critical,Somewhat important,Somewhat important,Not Important,Somewhat important,Somewhat important,,Maybe,No,Documentation,Monthly,Probably not,Excellent,Excellent,Excellent,Excellent,,Supporting modern version in old systems (RHEL7),,Keep doing what you're doing,,
11/17/2020 19:10:43,Manager,University HPC/Computing Center,Saudi Arabia,No,"Traditional HPC / Simulation, Computer Science Research, Bioinformatics, High Energy Physics",Used at my site,3,"Packages, Issues",0.15,Ubuntu,200 - 500,"3.6, 3.7",Do it!,Do it!,Environment Modules (TCL modules),"Module generation, build-env (debug a build), Externals in packages.yaml",Intel,NVIDIA,"gcc, Intel Compilers, PGI",Slightly Important,Very Important,Slightly Important,Somewhat important,Somewhat important,Very Important,Very Important,Slightly Important,Somewhat important,Not Important,Slightly Important,Not Important,,"Yes, I'd attend",No,"Documentation, Coworkers",Monthly,Probably not,Good,OK,Excellent,Excellent,"We manage a scientific application stack for our researchers at KAUST. We have the usual suspects used in the HPC community, e.g. VASP, NetCDF, Gaussian, etc. We install new packages without sweating it because we have Spack. Sometimes (rarely nowadays) Spack doesn't have the package so we write our own that's in our KAUST (defined in etc/spack/repos.yaml) repo so we manage it through Spack. As a matter of fact we have contributed a few packages upstream to Spack.","It makes it very easy to install SW. Very easy. I recall when we had to fight with flags, compilers, dependencies. Spack made all that disappear. We just run spack install <package> [sometimes some flags] and you're done. We moved our scientific application stack from U16 to U18 in a week thanks to spack.","My biggest pain point was resolved in 0.14 (if I recall correctly): Spack reusing existing packages. The previous Spack (version 0.12) version would install OpenMPI multiple times, e.g. spack find openmpi give me 2 versions (one for GCC, the other for INTEL) on Spack 0.15; on Spack 0.12 I get 10 different OpenMPI installations!","We at KAUST sometimes have to extend Spack packages. It would be nice to find a way to do it through inheritance instead of copying the package to add our bits. BTW, it might already be possible but I never tried :P I'd also like to have some way to reinstall all my packages with one command, e.g. install our current U18 packages for U20 with spack install --all U20 or  spack find packages_from_U18 | spack install -","VASP (In think it's in develop but not in v0.15), some commercial packages (for which we wrote custom packages so we haven't pushed them upstream) like COMSOL, ANSYS, ENVI.","Keep up the great work! You guys rock, Spack has been awesome for us. I keep selling it to my colleagues, my network, whoever has to maintain a scientific application stack. I really appreciate your hard work and that you have created a wonderful community."
11/17/2020 19:13:28,User Support Staff,University HPC/Computing Center,Italy,No,Visualization,Technical Paper,3,"Packages, Mailing List, Issues",0.14,"Red Hat, CentOS, Ubuntu",10 - 100,2.7,I'd live.  (I can provide 2.7 somehow),I'd live (I can provide Python 3 somehow),Environment Modules (TCL modules),"Environments, Module generation, Chaining, Externals in packages.yaml, Concretization preferences in packages.yaml","Intel, IBM Power",NVIDIA,"gcc, Intel Compilers, PGI, NVIDIA Compilers (new PGI), LLVM, nvcc, XL",Somewhat important,Very Important,Very Important,Slightly Important,Somewhat important,Somewhat important,Slightly Important,Very Important,Somewhat important,Very Important,Somewhat important,Very Important,#11598 #11951,"Yes, I'd attend",No,"Documentation, Mailing List, Coworkers",Monthly,Probably not,Excellent,Excellent,OK,Excellent,"I've used myself spack to deploy VNC/X11/Opengl stack user side on our clusters, Now start to experiment spack for more  widespread modules stuff like base numerical libraries, OpenMpi, Cuda build environments, on Power9 clusters....
We run an experimental build upon Power9 arrival, based on 0.14... Unfortunately Power9 + Cuda  to Spack.... ON that environment, was not a ""just work"" experience, likely it was not stable enough to convince user support team to switch from custom scripts. Nevertheless, still pushing as I strongly believe Spack benefit over custom scripts by far outweighs the hassle of switching",Installing deep dependencies for viz gui packages like Paraview on clusters,"Not properly working big packages like QT, Paraview, Visit,  No easy way to select a combination of PR and config setup to work around bugs,.
Did not found a way to accelerate recipes patching for packages that require long build time ( like Qt and Paraview). Not many testing / benchmark packages usable for early finding of problems in base packages such as Python, Mpi, X11, Qt",Improve build testing,,"PR testing would really be welcomed to speed up PR merging, expecially for packages"
11/17/2020 19:14:49,Scientist/Researcher,Other Public Research Lab,United States,Yes,"Traditional HPC / Simulation, Computer Science Research",Used at my site,4,"Slack Discussions, Issues",develop,"macOS, Red Hat, CentOS, Debian",100 - 200,"3.6, 3.7, 3.8",Do it!,Do it!,spack load,"Environments, Module generation, spack containerize, Chaining, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel, IBM Power","NVIDIA, AMD, Intel","gcc, Intel Compilers, Intel OneAPI / dpc++, LLVM, AMD hipclang",Very Important,Critical,Very Important,Not Important,Not Important,Critical,Slightly Important,Very Important,Very Important,Not Important,Very Important,Not Important,"Better control of developer workflows, some kind of versioning of concretization logic that is separate from regular spack code updates... currently changes in spack code (especially package.py) seems to change concretization with repeated runs.","Yes, I'd attend",No,"Documentation, Slack",Monthly,No,OK,Excellent,OK,Excellent,Installing and running ECP ExaWind stack on DOE systems,Consistent builds of the dependency set for building Trilinos.,Developer mode ,Versioning of containerization or some way to easily debug why `spack spec <package>` returns different concretizations with different spack commits. ,"Not really a package, but better support for handling CUDA/HIP/DPC++ etc for Trilinos. ","Spack is a great software for wrangling software, thanks for your efforts."
11/17/2020 19:16:40,Scientist/Researcher,University HPC/Computing Center,United States,No,AI/ML,Word of mouth,5,"Packages, Core Features, Documentation, Slack Discussions, Mailing List, Issues",develop,"macOS, Red Hat, Windows Subsystem for Linux (WSL)","> 1,000","2.6, 2.7, 3.8",Do it!,Do it!,"spack load, Spack environments","Environments, build-env (debug a build), spack-python (Python scripting), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml","AMD, Intel",NVIDIA,"gcc, LLVM, CCE (Cray Compilers)",Critical,Critical,Critical,Very Important,Very Important,Not Important,Somewhat important,Very Important,Slightly Important,Not Important,Slightly Important,Slightly Important,Better mixed compiler support (clang + gfortran),"Yes, I'd present something!",Yes,"Documentation, Slack, GitHub",Weekly,No,Good,Excellent,Excellent,Excellent,"Environments on macOS, Cray cluster, and Linux cloud",,Reinstallation every time hashes change ,"New concretizer, maintainer bot",If there were I would have added them,
11/17/2020 19:17:34,Software Developer,Other Public Research Lab,Italy,No,Traditional HPC / Simulation,Word of mouth,1,No,"0.14, 0.15","Red Hat, CentOS, Ubuntu",10 - 100,3.5,Do it!,I'd live (I can provide Python 3 somehow),"spack load, Spack environments","Module generation, build-env (debug a build), spack-python (Python scripting), Externals in packages.yaml, Concretization preferences in packages.yaml","Intel, IBM Power",NVIDIA,"gcc, Intel Compilers, PGI, NVIDIA Compilers (new PGI), LLVM, nvcc",Slightly Important,Very Important,Somewhat important,Slightly Important,Somewhat important,Slightly Important,Very Important,Somewhat important,Very Important,Not Important,Very Important,Not Important,notification about new packages available,"Yes, I'd attend",Yes,"Documentation, Mailing List, Coworkers",Weekly,Probably not,Excellent,Good,Good,Good,,,,,,
11/17/2020 19:18:51,Software Developer,DOE/Office of Science Lab (ORNL/ANL/LBL),United States,No,High Energy Physics,Presentation,4,"Packages, Core Features, Slack Discussions",develop,"macOS, CentOS",10 - 100,"2.7, 3.6",Do it!,Do it!,"spack load, Environment Modules (TCL modules)","Module generation, Chaining, Binary Caches, Command Extensions","AMD, Intel",NVIDIA,gcc,Very Important,Very Important,Very Important,Not Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Critical,Not Important,Critical,Not Important,,Maybe,No,"Documentation, Slack, Mailing List, Coworkers",Yearly,Probably not,OK,Excellent,Good,Excellent,Building full software stack,"Environment module, binary packages",Concretization takes minutes for our software stack,,,
11/17/2020 19:19:39,Software Developer,University HPC/Computing Center,Switzerland,No,Traditional HPC / Simulation,Word of mouth,1,Packages,develop,"CentOS, Ubuntu",10 - 100,3.8,Do it!,Do it!,spack load,"Environments, Module generation, Chaining, build-env (debug a build)","AMD, Intel","NVIDIA, AMD","gcc, Intel Compilers, NVIDIA Compilers (new PGI), LLVM, AMD hipclang, nvcc, CCE (Cray Compilers)",Somewhat important,Slightly Important,Not Important,Not Important,Very Important,Very Important,Very Important,Very Important,Critical,Not Important,Critical,Not Important,,Maybe,No,"Documentation, GitHub",Monthly,Probably not,Good,OK,Good,Good,,,,Handling of compilers. I still find it confusing that one first has to build-install-find a compiler to be able to use it in an environment.,,
11/17/2020 19:20:39,Scientist/Researcher,University HPC/Computing Center,Japan,No,Computer Science Research,Presentation,1,No,0.15,"CentOS, Ubuntu",1 - 10,3.8,Do it!,Do it!,spack load,"Environments, spack containerize","AMD, Intel","NVIDIA, AMD",gcc,Somewhat important,Critical,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Slightly Important,Somewhat important,Not Important,,Maybe,Yes,"Documentation, Slack, Coworkers",Weekly,Probably not,Excellent,Excellent,Excellent,Excellent,I use Spack to use the latest libraries that are not provided by the old CentOS release of the supercomputer.,I can create a reliable managed environment by using package config files. It really help to reproduce the develop environment.,It seems that we should specify external package path every time so it would be great if Spack can detect preinstalled libraries.,,,You did a great job to create a good community for Spack!
11/17/2020 19:22:06,Scientist/Researcher,University HPC/Computing Center,Canada,No,High Energy Physics,Word of mouth,1,"Packages, Documentation, Slack Discussions","0.15, develop","Red Hat, CentOS, Ubuntu",100 - 200,"3.6, 3.7, 3.8",Do it!,Do it!,"spack load, Spack environments, Lmod, Environment Modules (TCL modules)","Environments, spack containerize, Binary Caches, build-env (debug a build), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, Distributed Builds (srun spack install)","AMD, Intel",NVIDIA,"gcc, LLVM",Somewhat important,Somewhat important,Not Important,Not Important,Slightly Important,Somewhat important,Slightly Important,Not Important,Somewhat important,Not Important,Not Important,Not Important,Ability to have the same package in multiple repositories so we can override some packages in 0.15 with more recent versions. ,"Yes, I'd attend",Yes,"Documentation, Slack",Weekly,No,Excellent,Excellent,Good,Good,"We use spack to provide 3 consistent entry points into our nuclear physics software environment: cvmfs, build_caches, containers. ",Ease of package development while maintaining flexibility ,Better support for populating build_caches with packages for multiple operating systems. ,Focus on getting users to use environments instead of spack load individual packages. Most of my time goes to addressing misconceptions that result from spack load. ,"cernlib: it's old, unmaintained, struggles with 64 bit, but still used in key Monte Carlo event generators (I have a version I'll push as a pr)",
