Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,Are you part of any EuroHPC joint undertaking projects? (https://eurohpc-ju.europa.eu/),Are you part of some other project that uses Spack that you'd like us to highlight (leave blank if not)?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use? (details at https://github.com/spack/spack/releases),Do you have local Spack package repositories?,Do you have any local modifications to Spack itself?,Do you use any third-party tools/front-ends to do development with Spack?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Compilers as proper dependencies],"Rank these TBD Spack features by importance [Separate concretization of build dependencies (build build tools with gcc/clang, not fancy compilers)]","Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [More packages in public build caches],Rank these TBD Spack features by importance [Better organized/publicized public build caches],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [Better autodetection of system packages],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],Rank these TBD Spack features by importance [Improvements for `spack test`],Rank these TBD Spack features by importance [Better CI Stability / faster PR turnaround],Rank these TBD Spack features by importance [SpackOS/support for custom libc],What features NOT in the prior list would you like to see?,"We're planning an in-person Spack user meeting in August, will you plan to attend?",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",If there were a software foundation (ala Linux Foundation or CNCF) around Spack would it make you more likely to use/recommend Spack?,How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,"If you're interested in being contacted about your response, please leave us your email."
3/1/2023 16:49:14,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,No,,"C++, Python","HPC / Simulation, Computer Science Research, Visualization",Word of mouth,5,No,0.19,"macOS 12 (Monterey), RHEL 8, CentOS 8",100 - 200,"3.9, 3.10","spack load, Spack environments, Environment Modules (TCL modules)",Environments,No,No,No,"AMD, Intel, ARM, M1, M2",No GPUs,"gcc, LLVM",Very Important,Very Important,Very Important,Slightly Important,Not Important,Slightly Important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,Not Important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Build the gcc fortran compiler or Macs,Maybe,Yes,"Google. The doc pages only address very basic usage, and reallly don't help when problems arise, despite the claims otherwise",Monthly,No,Probably,Bad,Good,OK,OK,"I use a mac for developing scientific computing software. Larger tests/runs are on HPC machines, but I like to have things working locally first. Macports for GCC w/ FORTRAN, then i use spack to build deps for things like Trilinos, Xyce, etc.",I can have a consistent package manager across platforms.,"I still need to have macports. Environments don't always have what I install/load into them. It's not easy (i.e. a special case) to rebuild an existing package (say, add a library to a boost intallation, NO! you get a whole new boost).","Why does spack time out on builds? Why can't it download a package one minute, but later it can? Are commands in a spack env really separate from main spack? They seems leaky when I remove something from an env, it's oftern really gone from main spack too.",GCC/FORTRAN it's there but it doesn't usually build IME.,"Spack is off to a good start, but it's still natl. lab research code that mostly works, but has mostly natl. lab software. that make sense, but it would be good to have package coverage like macports. Spack >> homebrew, but building everything on my own is better than homebrew. Geometric expansion is a problem with something like Trilinos; versions X packages X compilers ... I can mostly use spack as my main package manager, I hope it continues to improve.",
3/1/2023 17:39:24,Research Software Engineer (RSE),"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,No,,"Fortran, C, C++, Python, Julia, sh/bash/other shell script","HPC / Simulation, High Energy Physics",Word of mouth,4,Packages,0.19,"Ubuntu 20, Ubuntu 22, Debian 11, Arch, openSuSE, Fedora",100 - 200,"3.6, 3.9, 3.10, 3.11","spack load, Spack environments","Environments, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, spack develop, Git versions, spack load",Yes -- just one,Yes,No,"AMD, Intel, IBM Power","NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, AMD MI100, AMD MI200/250X, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, Intel OneAPI, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA)",Somewhat important,Somewhat important,Very Important,Somewhat important,Not Important,Not Important,Not Important,Somewhat important,Somewhat important,Very Important,Critical,Somewhat important,Slightly Important,Not Important,Not Important,Not Important,,No,Yes,"Documentation, Coworkers, GitHub Issues, Source Code",Monthly,Probably not,No,Excellent,Excellent,Good,Good,"Checkout latest stable version, create environment, spack external find, manually add system software not found automatically, set concretization prefs in env packages.yaml e.g. for versions and variants, install, try to build HPC code with env active.",Get dependencies on HPC systems as normal user,"Finding system dependencies, spack external find helps but still lots of manual work","Improve spack external, up to date GPU compiler stacks",,,
3/1/2023 19:12:20,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,No,"Trilinos, Xyce","C++, Python, MATLAB","HPC / Simulation, Statistics / Data Analysis, AI/ML, Computer Science Research",Word of mouth,3,"Packages, GitHub Discussions, Issues","0.19, develop","macOS 12 (Monterey), macOS 11 (Ventura), RHEL 7, CentOS 7, Ubuntu 20",200 - 500,"3.7, 3.8, 3.9, 3.10","spack load, Custom script or env vars","Environments, spack external find, Concretization preferences in packages.yaml, Git versions, spack load",Yes -- just one,No,No,"Intel, ARM","NVIDIA Volta, NVIDIA Ampere","gcc, LLVM, nvcc (CUDA)",Very Important,Very Important,Somewhat important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Critical,Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,,Maybe,Yes,"Documentation, Slack, Coworkers, GitHub Issues, GitHub Discussions",Weekly,No,No,OK,Good,Good,Excellent,"Use Spack to build Trilinos and Xyce along with all dependencies from behind a proxy. I source spack, load a compiler or build one, find the compilers, and then install. Sometimes I will do development in packages in Spack by installing -u cmake and then modifying the source and then installing while keeping the stage. I usually run `spack load [package]` to load a package rather than using environments.","It helps me to by pointing people towards installation instructions that would otherwise be over their head or take too long. It still takes a little bit to get them up and running, but it at least provides a solution for complex dependencies. I have a problem with upstream dependencies often breaking and I end up having to help maintain a lot of packages that break builds for my users.","Updates are made to Spack that do not respect the `-k` flag occasionally. When this happens, I create a PR and address it. It would be nice if somehow this was tested.",Provide documentation for a complex package that handles compiler flags so that developers have a reasonably template. The flag_handler was added but documentation doesn't seem sufficient and it would be nice to have some authoritative explanation for proper use (and improper previous approaches).,,"Overall, I really love how Spack is coming along and I think it has enabled software solutions for complex combinations of programs that wouldn't be possible otherwise. Please keep it up, keep it free, and keep involved with the community.",
3/1/2023 20:21:03,Computational Scientist,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,No,Alegra shock multiphysics,"Fortran, C++, Python","HPC / Simulation, High Energy Physics, Visualization",Word of mouth,5,"Core Features, Documentation, Slack Discussions, Issues","0.19, custom fork","macOS 10.15 (Catalina), RHEL 7, RHEL 8, CentOS 7, Rocky 8, Ubuntu 20, Ubuntu 22","> 1,000","3.9, 3.10, 3.11","Lmod, Environment Modules (TCL modules)","Environments, Chaining (upstreams), Mirrors (spack mirror create / air gap support), Cray PE support (spack external read-cray-manifest), Externals in packages.yaml, New concretizer (clingo), spack develop",Yes -- just one,Yes,Custom,"AMD, Intel, ARM","NVIDIA Volta, AMD MI100","gcc, Intel Compilers, LLVM",Somewhat important,Very Important,Slightly Important,Very Important,Not Important,Not Important,Not Important,Very Important,Very Important,Slightly Important,Very Important,Not Important,Critical,Not Important,Critical,Not Important,,"Yes, I'd like to present something!",No,"Documentation, Slack, GitHub Issues, Source Code",Monthly,Probably not,No,Good,Excellent,OK,Excellent,"Spack is a critical piece in the alegra shock physics development pipeline.  It is used by developers (`spack develop`), our CI/CD, and internal/external distribution management.",The slack channel,,"Quicker PR movement.  Compiler-free packages (eg, data and documentation).  Too many packages!  Can they be removed from core spack a la home brew?  Make spack a proper pip installable package.",See previous.,Good work!,
3/1/2023 20:48:09,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,No,,"C, C++","Computer Science Research, Visualization",Through CASC and ECP,4,Packages,develop,macOS 11 (Big Sur),1 - 10,3.8,spack load,"Build caches (making binary packages), spack load",Yes -- just one,No,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere, AMD MI200/250X","gcc, Intel Compilers, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA)",Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,"I frankly don't care about any of the above, or I don't know how they would affect me.  I want to make my own package available via spack and to just ""spack load"" those few packages I'm interested in.  I'm not an advanced user in any sense.",No,No,"Documentation, Slack",Yearly,Probably,No,Good,Good,Good,Good,"I very, very rarely use spack.  I maintain a piece of software that has an associate spack package, therefore I care.  I've also on occasion installed another spack package but usually rely on the software already installed at my institution.","spack can be easier than building from source, especially a package I use with a very large number of dependencies.  Still, this package does not work properly on macOS, so it's not helped me a whole lot.","My biggest issue is that I don't know spack well enough to make good use of it.  As a Linux and Mac user, I'm used to installing packages with yum, brew, and port, which usually require no further configuration or difficulties installing software.  spack seems a little more complicated.  It's got to be installed where it's accessible (obviously), by building it from source (is there another way?), I have to run commands from my login script (e.g., source $HOME/spack/share/spack/setup-env.csh), and even then I've had to rely on experts to help installing some packages (something about a spack cache that had to be flushed or similar).  As a novice user, I don't want to have to worry about those kinds of details.

I also remember some issue with having multiple versions of the same package installed, where you could not easily figure out which version was which and how to specify that version as dependency to some other package that I wanted to install.  It's been half a year or so, so I don't remember specifics other than this being more difficult than it should have been.",I don't use spack frequently enough to have an opinion.,None that I can think of.,"I do remember some issue with having multiple spack installations on my computer that caused some issues (with cache conflicts, perhaps?).  Maybe that's an obvious no-no, but as a developer of a piece of software that has a spack package, I also need to fork the spack repo to make updates to my spack package, which necessarily results in multiple spack installations that evidently cause these conflicts (I could be wrong here, but I think that's what I was told).  I'm sure this is all discussed somewhere in the documentation, but as an occasional user I don't have time to search for and read the relevant documentation when all I want to do is add a few lines of code to my spack recipe.",
3/2/2023 5:23:16,Software Developer,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,No,No,,"C, C++",High Energy Physics,Used at my site,5,"Packages, Core Features, Slack Discussions, GitHub Discussions, Tools/integrations","0.19, develop","RHEL 7, RHEL 8, CentOS 7, CentOS 8, AlmaLinux 8",10 - 100,3.6,"Spack environments, UPS","Chaining (upstreams), Build caches (making binary packages), spack-python (Python scripting), Externals in packages.yaml, New concretizer (clingo), concretizer:unify:true (concretize together), spack load",Yes -- several,Yes,SpackDev,"AMD, Intel",Nvidia A100,gcc,Very Important,Very Important,Very Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Very Important,Somewhat important,Very Important,Somewhat important,Slightly Important,Very Important,Somewhat important,Slightly Important,Somewhat important,,No,No,"Slack, Coworkers, Source Code",Yearly,No,No,Good,Good,Good,Good,,,,,,,
3/2/2023 5:52:34,Scientist/Researcher,University HPC/Computing Center,Italy,No,Yes,,"C, C++, Python","HPC / Simulation, Bioinformatics",Word of mouth,4,No,0.19,Ubuntu 22,10 - 100,3.1,Spack environments,"Environments, spack diff (compare two specs)",Yes -- several,No,No,"AMD, Intel, IBM Power","NVIDIA Ampere, NVIDIA Hopper","gcc, Intel OneAPI, NVHPC, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA)",Slightly Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very Important,Somewhat important,Critical,Somewhat important,Somewhat important,Very Important,Slightly Important,Slightly Important,Very Important,Somewhat important,,Maybe,Yes,"Documentation, Slack, Coworkers, GitHub Issues, GitHub Discussions, spack help",Weekly,Probably,"Yes, definitely!",Good,Good,Good,Excellent,We mainly use Spack to simplify software deployment on HPC cluster.,"Simplify the installation process in HPC, implement CIs",,"Performance, e.g. spack spec might require minutes to output something.",Blender,"I'm still learning the huge amount of functionalities spack can offer, but so far I love how simple it becomes to install even huge software with complex dependencies on HPC systems with little efforts. So, thank you for your hard work!",
3/2/2023 8:03:11,Scientist/Researcher,University research group,United States,No,No,,Python,AI/ML,Word of mouth,5,"Packages, Core Features, Documentation, Slack Discussions, GitHub Discussions, Issues, Mailing List",develop,"macOS 10.15 (Catalina), RHEL 6","> 1,000","3.6, 3.10","spack load, Spack environments","Environments, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New `require:` directive in packages.yaml, New concretizer (clingo), concretization: --reuse (default), concretizer:unify:true (concretize together), Multiple build systems in one package, spack test, spack load, spackbot (@spackbot fix style; @spackbot rebuild everything, etc.)",No,No,No,"Intel, ARM","NVIDIA Ampere, Apple M2","gcc, LLVM",Somewhat important,Slightly Important,Very Important,Slightly Important,Not Important,Very Important,Critical,Not Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Not Important,Slightly Important,Critical,Not Important,,"Yes, I'd like to present something!",Yes,"Documentation, Slack, GitHub Issues, GitHub Discussions, spack help, Source Code",Daily,No,No,Good,Excellent,Good,Good,"Software developer/ML researcher, using Spack to install software environment locally, on HPC, and in the cloud",Better stability of ML packages thanks to GitLab CI pipeline,"macOS binary relocation, slow concretization",Spack should install from the public binary cache by default,Better rust/cargo support,,
3/2/2023 8:46:23,System Administrator,University HPC/Computing Center,United States,No,No,,"C, Python, Perl, sh/bash/other shell script, Scheme, Common Lisp","HPC / Simulation, AI/ML, Computer Science Research, Bioinformatics, High Energy Physics",Search,4,"Packages, Slack Discussions, Issues",develop,"CentOS 7, Rocky 8",100 - 200,3.6,"spack load, Lmod","Module generation, Chaining (upstreams), spack external find, New concretizer (clingo), spack load",Yes -- just one,No,No,"AMD, Intel","NVIDIA T4, NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper","gcc, Intel Compilers, Intel OneAPI, NVHPC, nvcc (CUDA)",Very Important,Very Important,Slightly Important,Very Important,Slightly Important,Not Important,Somewhat important,Very Important,Very Important,Somewhat important,Very Important,Slightly Important,Somewhat important,Somewhat important,Critical,Very Important,,Maybe,Yes,"Documentation, Slack, Coworkers, GitHub Issues, GitHub Discussions, spack help",Weekly,Probably not,Probably not,OK,Excellent,Good,Good,,,,,,,
3/2/2023 9:21:19,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,No,,"Fortran, C, C++, MATLAB",HPC / Simulation,Used at my site,0,No,Not currently using it,Not currently using it,1 - 10,3.5,spack build-env,I am not familiar with these features,No,No,No,AMD,AMD Other,"gcc, nvcc (CUDA)",Very Important,Very Important,Somewhat important,Somewhat important,Not Important,Very Important,Not Important,Somewhat important,Slightly Important,Very Important,Very Important,Slightly Important,Not Important,Not Important,Not Important,Not Important,,No,No,Coworkers,Never,No,Probably,OK,OK,OK,OK,To build the Ascent library,Help from colleagues,Resolving workflow issues on new machines,Debug information that points to the actual problem,,,
