Timestamp,What kind of user are you?,Where do you work?,What country are you in?,Are you part of the U.S. Exascale Computing Project (ECP)?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many software installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How bad would it be if Spack dropped support for Python 2?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use?,Do you have local Spack package repositories?,Do you have any local modifications to Spack itself?,Which processors do you expect to use with Spack in the next year?,Which GPUs do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Compilers as proper dependencies],"Rank these TBD Spack features by importance [Separate concretization of build dependencies (build build tools with gcc/clang, not fancy compilers)]","Rank these TBD Spack features by importance [Optimized, public binary packages]",Rank these TBD Spack features by importance [Build testing for every PR],"Rank these TBD Spack features by importance [Language virtual dependencies (e.g., depends_on(""cxx@2017:""))]",Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Windows Support],Rank these TBD Spack features by importance [Autodetection of system packages],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [More reproducibility for environments],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],What features NOT in the prior list would you like to see?,"If we had a (virtual) Spack user meeting, would you attend? ",Have you done a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",If there were a software foundation (ala Linux Foundation or CNCF) around Spack would it make you more likely to use/recommend Spack?,How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,
12/16/2021 6:22:11,Software Developer,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,No,"C, C++, Python, Perl, sh/bash/other shell script, Ruby","Computer Science Research, High Energy Physics, Compiler Testing",Word of mouth,5,"Packages, Core Features, Issues","0.14, 0.16","macOS, RHEL 7, CentOS 7, CentOS 8, Ubuntu 18",200 - 500,"2.7, 3.6, 3.9",I'd live (I can provide Python 3 somehow),"spack load, Spack environments, spack build-env, UPS","Environments, Module generation, Chaining (upstreams), build-env (debug a build), Python extensions (link python packages into interpreter prefix), Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack test, spack load",Yes -- several,My site has a front-end or extension to Spack,"AMD, Intel, ARM",NVIDIA Other,"gcc, Intel Compilers, LLVM, armclang",Very Important,Somewhat important,Somewhat important,Very Important,Somewhat important,Somewhat important,Slightly Important,Somewhat important,Not Important,Very Important,Somewhat important,Very Important,Somewhat important,Slightly Important,Very Important,,"Yes, I'd attend",Yes,"Documentation, Slack, Source Code",Weekly,Probably not,No,Good,Good,Good,Good,"I have several:  I am using Spack to manage dependencies for locally developed server software, where I build a spack environment on my development system, test there, then install that environment on my production system's spack instance, and switch the environment name in the startup scripts to switch versions; Then I am working with HEP experiments at Fermilab to build their analysis frameworks under Spack, put binary packages in a site binary cache for distribution to their production systems and Cern CVMFS; and I have locally developed scripts to declare existing binary packages to a Spack instance so we can provide old binary UPS packages via Spack for execution with spack load and/or as dependencies for builds.","Learning to make good use of Spack environments to unify dependencies between different packages, and careful use of spack speck --install-status to make sure I'm not installing big parallel sets of dependencies.","Having to make different packages.yaml files to use system externals appropriately; we need another level between a build flag that's true or false, something like preferred...","Some sort of concretizer flag to prefer latest installed version of dependencies, or same dependencies as  previous build, rather than latest version; would save a lot of building huge spack spec command  lines to specify dependencies.",I have several I'm overdue to put in pull requests for..,In general I like Spack and the direction it seems to be heading in.,
12/16/2021 6:29:04,System Administrator,University HPC/Computing Center,United States,No,"Python, sh/bash/other shell script","Traditional HPC / Simulation, Computer Science Research, Bioinformatics",Presentation,2,"Packages, Slack Discussions","0.16, 0.17","RHEL 7, RHEL 8",100 - 200,"2.7, 3.6",Do it!,Lmod,"Environments, Module generation, spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml",Yes -- just one,Yes,"AMD, Intel",NVIDIA Other,"gcc, Intel Compilers, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers)",Critical,Somewhat important,Slightly Important,Somewhat important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Not Important,Very Important,Very Important,Somewhat important,Somewhat important,Slightly Important,Slightly Important,The documentation is very behind or simply missing in many cases.  Almost all of my learning of new features is based on what I find in the builtin repo.  So I'm sure I'm missing out on tricks and tips of what spack can do because I've not seen someone else doing it. ,Maybe,Yes,"Documentation, Slack, Mailing List, Source Code",Weekly,Probably not,Probably not,Bad,OK,Good,Good,"As manager of the software stack on our HPC system, I use spack to create the installed software base that our users access for research.  We do not (yet) provide spack to the end users.","We added a RHEL8 system in addition to our RHEL7 system, and bringing spack over to install the software stack on the new system was relatively pain free.  ","The ambiguous and vague error messages when something goes wrong.  Concretization used to be the worst, but they seem to have gotten a little better.  There seems to be little error catching in spack, so I'm following stack traces to find the problem, even if it's a bad character in a config file. Spack should be able to catch that and tell me clearly what the problem is.","Better error messages.  Sometimes the error message is just :  ""Error: lkskj34k6jglkjslkjl234j66h""   (literally).  It's clearly part of some hash, but that's all I get.  I usually do a spack concretize and a spack reindex and the message goes away.  Also, I tried using spack binary caches (caches of built/installed spack software) and it did not go well and I was told in the google groups that it wasn't quite ready for prime time.  That would save us a lot of time if we could use that, as builds of our entire stack take around 14 hours now.",,"The more I use spack, the more I'm impressed with what it handles, but I can also go for months without knowing about something spack can do because the documentation never told me about it.  That's a little frustrating.  I really do enjoy using spack to manage our software stack.  We update our stack twice a year, and in many many cases, it's as simple as adding the new version to the spack.yaml file and installing.",
12/16/2021 6:38:22,Software Developer,"DOE/Office of Science Lab (e.g., ORNL/ANL/LBL)",United States,Yes,"Fortran, C, C++, Perl",Traditional HPC / Simulation,Word of mouth,2,"Packages, Core Features, Slack Discussions, GitHub Discussions, Issues",develop,"macOS, RHEL 7, RHEL 8, CentOS 7, Ubuntu 18, Ubuntu 20, openSuSE, Cray XC, Cray EX","> 1,000","3.6, 3.7, 3.8, 3.9, 3.10",Do it!,"spack load, Spack environments, Lmod, Environment Modules (TCL modules), spack view","Environments, Module generation, Chaining (upstreams), Build caches (binary packages), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, spack ci (generate GitLab Pipelines), Distributed Builds (srun/mpirun spack install), New concretizer (clingo), spack develop, spack load",Yes -- several,Yes,"AMD, Intel, IBM Power","NVIDIA Volta, NVIDIA Ampere, NVIDIA Other, AMD MI100, AMD MI200, AMD Other","gcc, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Critical,Somewhat important,Slightly Important,Somewhat important,Very Important,Very Important,Slightly Important,Very Important,Not Important,Slightly Important,Very Important,Slightly Important,Very Important,Critical,Very Important,,"Yes, I'd present something!",Yes,"Documentation, Slack, GitHub, Source Code",Weekly,Probably,Probably,Good,Excellent,Good,Excellent,"I use spack for package management on personal machines, and to set up development environments and CI environments on 6 platforms at two labs for a team of ~55 people to support development of two packages. I maintain a collection of spack environments in a private repo used to install our software stack on each machine for each version for each use case.",Stability of develop branch and Slack community support.,"Spack CI is brittle in my experience. We had a complicated workflow for two packages with many dependencies, and it ended up breaking so often I had to temporarily remove it from our pipelines. Scott has done great work, but CI and buildcaches could use more love. Here’s the most recent relevant issue: https://github.com/spack/spack/issues/27865","Clingo error messages are most important imo. I still need the original from time to time if something goes wrong. Build caches would be great, but are not as important.",Nope!,Spack has a fantastic community around fantastic software! Thanks for all your work!,
12/16/2021 6:49:24,DevOps/SRE,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,Yes,"Fortran, C, C++, Python","Traditional HPC / Simulation, Computer Science Research",Word of mouth,4,"Packages, Slack Discussions, GitHub Discussions, Issues","0.16, 0.17, develop","macOS, CentOS 7, CentOS 8, Ubuntu 20, Windows Subsystem for Linux (WSL), Cray XC","500-1,000","2.7, 3.6",I'd live (I can provide Python 3 somehow),"Lmod, Environment Modules (TCL modules)","Environments, Module generation, Chaining (upstreams), Stacks (matrices in environments), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack load",Yes -- several,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, Intel Xe (Ponte Vecchio)","gcc, Intel Compilers, NVHPC (new NVIDIA PGI compilers), LLVM, AMD ROCmCC / hipcc, nvcc (CUDA), IBM XL, CCE (Cray Compilers)",Critical,Very Important,Slightly Important,Not Important,Slightly Important,Not Important,Not Important,Somewhat important,Not Important,Slightly Important,Slightly Important,Not Important,Somewhat important,Not Important,Slightly Important,,Maybe,Yes,"Documentation, Slack, Coworkers, Email",Weekly,Probably,Probably not,OK,Excellent,Good,OK,Build and deploy build and run environments for users,,Spack requires a system installation to be used as part of multistage CI pipelines due to relocation issues,,,,
12/16/2021 6:55:08,Software Developer,Company,United States,No,Python,Traditional HPC / Simulation,Word of mouth,0,"Slack Discussions, Issues","0.17, develop, custom fork","RHEL 8, CentOS 8, Ubuntu 20, Fedora",100 - 200,"3.6, 3.7, 3.8, 3.9, 3.10",Do it!,spack load,"Build caches (binary packages), spack-python (Python scripting), spack ci (generate GitLab Pipelines), New concretizer (clingo), spack develop",,No,"Intel, ARM",NVIDIA Ampere,"gcc, NVHPC (new NVIDIA PGI compilers), LLVM, armclang",Very Important,Not Important,Somewhat important,Not Important,Not Important,Not Important,Somewhat important,Slightly Important,Not Important,Not Important,Very Important,Not Important,Not Important,Not Important,Slightly Important,"Better behavior in a  CI/CD environment, separate repo for packages so issues with core spack are more visible.","Yes, I'd attend",No,"Documentation, Slack, GitHub, Source Code",Weekly,No,Probably,Good,Excellent,Good,OK,I use spack within a CI/CD environment. Spack is called by ReFrame to drive builds of packages.,regular releases with new features.,CI/CD behavior - multiple spack instances on the same user account: https://github.com/spack/spack/issues/26908,CI/CD behavior,none that I can think of,Thanks for your great work! Spack is an amazing achievement!,
12/16/2021 7:04:55,Computational Scientist,Other Public Research Lab,Germany,No,"Fortran, C, Python, Rust","Traditional HPC / Simulation, Statistics / Data Analysis, AI/ML, Visualization",Word of mouth,2,"Packages, Issues","0.17, develop","macOS, Debian 9, Debian 10, Debian 11",10 - 100,"3.8, 3.9, 3.10",Do it!,"spack load, Spack environments, Lmod, spack view","Environments, Module generation, Chaining (upstreams), Build caches (binary packages), Concretization preferences in packages.yaml, New concretizer (clingo), spack develop, spack test",No,No,"AMD, Intel","NVIDIA Volta, NVIDIA Ampere","gcc, Intel Compilers, nvcc (CUDA)",Not Important,Somewhat important,Not Important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not Important,Not Important,Slightly Important,Not Important,Somewhat important,Somewhat important,Not Important,Not Important,,"Yes, I'd attend",Yes,"Documentation, Coworkers, GitHub, Source Code",Weekly,Probably not,Probably,Good,Excellent,Good,Excellent,"Using Spack to provide software on an HPC system. We plan to have a binary cache, and to offer the same environments for our (Linux) laptop users so that they have the same environment on HPC and laptop systems.",Spack as a product is great (compiling nearly arbitrary software from source in a flexible way.) ,,"Tutorial / documentation on best-practice and automatic deployment of spack on cluster would be nice. I would also like to run the smoke tests (or even testing in more detail for particular packages) of a completed spack installation (for example using reframe, to be able to schedule testing jobs via slurm).  Maybe this is trivial (I didn't have time to look into it yet). But some more pointers where to start, would be welcome.",,,
12/16/2021 7:21:56,DevOps/SRE,Other Public Research Lab,Russia,No,Python,High Energy Physics,Word of mouth,2,"Packages, Core Features, Issues","0.17, develop","CentOS 7, Ubuntu 20","500-1,000",3.8,Do it!,Spack environments,"Environments, Build caches (binary packages), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, New concretizer (clingo), spack install --reuse, spack test, spack load",Yes -- several,Yes,"AMD, Intel, IBM Power, ARM",NVIDIA Other,"gcc, LLVM, nvcc (CUDA)",Critical,Somewhat important,Somewhat important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Not Important,Somewhat important,Slightly Important,Critical,Not Important,Not Important,Not Important,,"Yes, I'd attend",Yes,"Documentation, Slack, GitHub, Source Code",Daily,Probably not,Probably,Good,Good,Good,Good,Spack is being evaluated as a tool to provide for CMS experiment,,,,,,
12/16/2021 7:32:05,Software Developer,Company,United States,No,"Python, Rust",Embedded Systems,Used at my site,1,No,0.16,"Ubuntu 18, Amazon Linux",10 - 100,3.8,Do it!,"Containers, Custom script or env vars","Build caches (binary packages), Concretization preferences in packages.yaml, spack develop, spack install --reuse, spack test",Yes -- several,Yes,"AMD, Intel",NVIDIA Other,"gcc, LLVM, armclang",Somewhat important,Critical,Somewhat important,Not Important,Slightly Important,Somewhat important,Not Important,Somewhat important,Not Important,Not Important,Not Important,Somewhat important,Not Important,Not Important,Slightly Important,Remote recipe repositories (e.g. S3 or Git),Maybe,Yes,"Documentation, Coworkers, Source Code",Weekly,Probably not,No,Bad,OK,OK,OK,,,"We have a lot of internal Spack recipes, but they can only be accessed on the local filesystem, which means we have to build our own system to update and distribute the recipes. Spack needs to support pulling recipes from a live, remote location like S3 or git server so we can publish latest recipes to one location for everyone to easily access them.",Make spack recipes accessible from online locations like S3 or a git server,,"The spack docs need more examples of workflows, especially for all the commands. for example, how is ""spack env list"" supposed to work? the docs are not helpful: https://spack.readthedocs.io/en/latest/command_index.html#spack-env-list",
12/16/2021 7:40:05,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,No,Python,"Traditional HPC / Simulation, AI/ML",Used at my site,2,Packages,"0.16, develop","RHEL 6, RHEL 7",1 - 10,"2.7, 3.6, 3.7, 3.8",I'd live (I can provide Python 3 somehow),Spack environments,"Environments, Build caches (binary packages), spack develop",No,No,"AMD, Intel, IBM Power","NVIDIA T4, NVIDIA Volta, NVIDIA Other","gcc, Intel Compilers, LLVM, nvcc (CUDA)",Very Important,Very Important,Slightly Important,Very Important,Not Important,Not Important,Not Important,Slightly Important,Not Important,Very Important,Slightly Important,Somewhat important,Very Important,Not Important,Not Important,some sort of central repo to get binaries from (cache),Maybe,Yes,Coworkers,Never,No,Probably not,OK,Good,OK,OK,"I use spack to create a root python with most ""big"" dependencies (torch, torchvision, horovod, lbann) and then my user build venv on top of it.",saves space and time  by having one common big root venv to start from,"rarely works out of the box for my use caes (e.g lbann, horovod, etc..)","i don't necessarily want a super optimized system, usually spack fails for me out of the box and I need to ""hack"" because ""it's a bug that's in a branch somewhere""",lbann? horovod?,help lbann team,
12/16/2021 7:55:11,Computational Scientist,University research group,United States,Yes,"C, C++, Python, Rust, sh/bash/other shell script, Julia","Traditional HPC / Simulation, AI/ML, Computer Science Research",Presentation,3,"Packages, Core Features, Slack Discussions, GitHub Discussions, Issues",develop,"macOS, RHEL 8, CentOS 7, CentOS 8, Fedora, Windows Subsystem for Linux (WSL), Gentoo",200 - 500,"2.7, 3.6, 3.7, 3.8, 3.9, 3.10",I'd live (I can provide Python 3 somehow),"spack load, Spack environments","Environments, spack containerize, Chaining (upstreams), Stacks (matrices in environments), build-env (debug a build), spack-python (Python scripting), Command Extensions, Python extensions (link python packages into interpreter prefix), spack external find, Externals in packages.yaml, Concretization preferences in packages.yaml, Distributed Builds (srun/mpirun spack install), New concretizer (clingo), spack develop, spack install --reuse, spack load",Yes -- several,Yes,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, Intel Xe (Ponte Vecchio)","gcc, Intel OneAPI / dpc++, NVHPC (new NVIDIA PGI compilers), LLVM, nvcc (CUDA)",Somewhat important,Critical,Somewhat important,Very Important,Very Important,Critical,Somewhat important,Somewhat important,Very Important,Critical,Very Important,Critical,Critical,Very Important,Very Important,I don’t really want current features removed?,Maybe,Yes,"Documentation, Slack, Source Code",Weekly,Probably,Probably not,Excellent,Excellent,Good,Excellent,I use spack environments to share a moderately complex (80 packages) software compression stack with collaborators.,The new concretizer makes specifying specs much easier.,"I feel like the most recent release was buggier that some of the previous releases and probably needs some time on bug fixes. 

Specifically clingo bootstrapping (specifically when a binary is not available, the build isn’t isolated as well and can fail unexpectedly, but installing clingo with the old concretizer works? I’m guessing it’s doing weird things with python detection), the python package ecosystem, and git versions all felt like they have had subtle bugs that I’ve had to work around since SC. Additionally the error messages from the new concretizer are not always as good as the old one.","There needs to be a way to specify kernel-level and kernel driver dependencies (i.e. for liburing, linux perf, cuda).  This breaks the GPU compressors which need matching driver and cuda versions.  Things like this are becoming more common in my experience and not less.",nvcomp-ext (proprietary compressor extensions for nvcomp) from Nvidia,"Don't take all of my complaining to mean that I am upset with the state of spack.  It is still better than last year, and still far better than the next best option.",
