Timestamp,What kind of user are you?,Where do you work?,What country are you in?,What languages do you primarily program in?,What are your primary application areas?,How did you find out about Spack?,How long have you been using Spack?,Have you contributed to Spack?,What version(s) of Spack do you use?,What OS do you use Spack on?,How many package installations have you done with Spack in the past year?,What Python version(s) do you use to run Spack?,How do you get installed Spack packages into your environment?,Which of the following Spack features do you use? (details at https://github.com/spack/spack/releases),Do you have your own local Spack package repositories?,Do you have any local modifications to Spack itself?,Do you use any third-party tools/front-ends to do development with Spack?,Which processors do you expect to use with Spack in the next year?,Which GPUs / Accelerators do you expect to use with Spack in the next year?,Which compilers do you expect to use with Spack in the next year?,Rank these TBD Spack features by importance [Better error messages],Rank these TBD Spack features by importance [Testing / integration with Pavilion2/ReFrame/other test tool],Rank these TBD Spack features by importance [More packages in public build caches],Rank these TBD Spack features by importance [Better organized/publicized public build caches],Rank these TBD Spack features by importance [Better compiler flag handling],Rank these TBD Spack features by importance [Performance/speed improvements],Rank these TBD Spack features by importance [Better autodetection of system packages],Rank these TBD Spack features by importance [Better GPU compiler support],Rank these TBD Spack features by importance [Generate GitHub Actions pipelines + build caches],Rank these TBD Spack features by importance [More developer features],Rank these TBD Spack features by importance [Improvements for `spack test`],Rank these TBD Spack features by importance [Better CI Stability / faster PR turnaround],Rank these TBD Spack features by importance [SpackOS/support for custom libc],Rank these TBD Spack features by importance [Cross-compilation],Rank these TBD Spack features by importance [More build parallelism],Rank these TBD Spack features by importance [Separate the builtin repo from core],What features NOT in the prior list would you like to see (tell us your wish list)?,Has Spack's transition into Linux Foundation / HPSF given you more confidence in the project?,"Will you be attending the Spack User Meeting at HPSFCon, May 5-8?",Have you attended a Spack Tutorial?,How do you get help with Spack when you need it?,How often do you consult the Spack documentation?,"If there were commercial support for Spack, would you or your organization buy it?",How would you rate the overall quality of ... [Spack documentation],How would you rate the overall quality of ... [Spack community],How would you rate the overall quality of ... [Spack packages],How would you rate the overall quality of ... [Spack],"What is the most recent thing you did with Spack, anywhere from installing a package to modifying the core functionality?",Tell us briefly about your use case and your usual Spack workflow.,What about Spack has helped you the most in the past year?,What are the biggest pain points in Spack for your workflow? (feel free to link to issues),What's the biggest thing we could do to improve Spack over the next year?,Are there key packages you'd like to see in Spack that are not included yet?,Do you have any other comments for us?,"If you're interested in being contacted about your response, please leave us your email.",,,,,,
4/23/2025 8:59:26,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"Fortran, C, C++, Python, sh/bash/other shell script, Lua","HPC / Simulation, Statistics / Data Analysis, AI/ML, Computer Science, High Energy Physics, Web applications, DevOps",Word of mouth,1,No,0.23,"RHEL 8, Ubuntu 24, SLES15",10 - 100,"3.9, 3.10, 3.11, 3.12, 3.13","spack load, Spack environments, Lmod, Environment Modules (TCL modules), spack view","Module generation, Stacks (matrices in environments), Build caches (making binary packages)",Yes -- just one,No,No,"AMD, Intel, ARM","NVIDIA Blackwell, NVIDIA Other, AMD MI300A, AMD MI300X","gcc, Intel OneAPI, NVHPC, LLVM, nvcc (CUDA)",Very Important,Very Important,Slightly Important,Very Important,Critical,Critical,Critical,Critical,Somewhat important,Very Important,Very Important,Critical,Critical,Critical,Critical,Critical,,Not sure,No,Yes,"Documentation, Coworkers, Email",Weekly,Probably not,Good,Good,OK,OK,Built an application and its TPLs.,I use Spack for my own projects and building others'. ,Pulling in external projects with ease.,Lack of portability in produced binaries. It seems to be in the way more often than not with development activities.,Improve the portability story and containers.,,This is a difficult undertaking. The community appreciates your work in supporting it.,,,,,,,
4/23/2025 9:00:39,Research Software Engineer (RSE),"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"C, C++, Python",HPC / Simulation,Used at my site,3,"Packages, Issues",develop (1.0.0dev0),"RHEL 8, RHEL9, Debian 12","500-1,000","3.8, 3.11, 3.12","spack load, Spack environments, Lmod, Containers","Environments, Module generation, spack containerize, spack external find",Yes -- several,My site has a front-end or extension to Spack,No,"AMD, Intel, IBM Power","NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, AMD MI200/250X, AMD MI300A","gcc, Intel OneAPI, AMD ROCmCC (amdclang/hipcc)",Critical,Not Important,Slightly Important,Slightly Important,Slightly Important,Critical,Critical,Very Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Critical,,No,"Yes, I'm attending",No,"Documentation, Coworkers",Monthly,Probably not,Bad,OK,Bad,Bad,installing packages,,,Installation issues due to opaque usage of certificates.,,,,,,,,,,
4/23/2025 9:02:12,Computational Scientist,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,C++,"HPC / Simulation, Computer Science",Presentation,2,Packages,"don't know, varies","macOS 14 (Sonoma), macOS 15 (Sequoia), RHEL 8, RHEL9",100 - 200,"3.11, 3.12",Environment Modules (TCL modules),"Module generation, Variant/flag propagation (++, ~~, ==)",No,No,No,"AMD, Intel, IBM Power, ARM","NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, AMD MI200/250X, AMD MI300A, Intel Xe (Ponte Vecchio), NextSilicon","gcc, Intel OneAPI, NVHPC, LLVM, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA)",Somewhat important,Not Important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Very Important,Very Important,Not Important,Not Important,Slightly Important,Slightly Important,Not Important,Somewhat important,Slightly Important,Very Important,,Yes,Maybe,No,"Documentation, Slack",Yearly,Probably not,OK,Good,Good,Good,Installing compiler stacks,,,,,,,,,,,,,
4/23/2025 9:14:25,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"C++, Python, sh/bash/other shell script","HPC / Simulation, User Support, DevOps",Used at my site,0,No,0.23,RHEL 8,10 - 100,"3.6, 3.8, 3.11, 3.12","Lmod, Environment Modules (TCL modules)","Environments, Module generation, Mirrors (spack mirror create / air gap support), Build caches (making binary packages), spack external find, spack develop, concretization: --reuse (default), concretization: --fresh (build everything fresh), concretizer:unify:true (concretize together), Git versions",Yes -- just one,No,No,"AMD, Intel",No GPUs,"gcc, Intel OneAPI, CCE (Cray Compilers)",Very Important,Not Important,Not Important,Not Important,Not Important,Not Important,Very Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Slightly Important,,Yes,No,Yes,"Documentation, Coworkers",Weekly,Probably not,Good,OK,OK,Good,Wrote packages for our internal code bases and environments for platforms,,,"A lot of user level config makes testing ""clean"" workflows hard. I end up blowing away ~/.spack and my entire spack install often just to make sure our workflows work for users who are coming fresh into it.",,,,,,,,,,
4/23/2025 9:14:36,Software Developer,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"Fortran, C, C++, Python, Perl, R, C#","HPC / Simulation, DevOps",Word of mouth,0,No,None at this time,RHEL9,1 - 10,3.5,Spack environments,,No,No,No,"AMD, Intel, ARM","NVIDIA Volta, NVIDIA Ampere, NVIDIA Hopper, NVIDIA Blackwell, AMD MI100","gcc, Intel OneAPI, LLVM, nvcc (CUDA), CCE (Cray Compilers)",Critical,Not Important,Not Important,Critical,Critical,Critical,Critical,Critical,Not Important,Critical,Critical,Critical,Not Important,Not Important,Critical,Not Important,,Not sure,No,No,"Documentation, Slack, Coworkers",Never,Probably not,OK,OK,OK,OK,Installing modules,,,,,,,,,,,,,
4/23/2025 9:28:09,DevOps/SRE,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"C++, Python","HPC / Simulation, Statistics / Data Analysis, User Support, DevOps",Word of mouth,2,No,0.21,"macOS 14 (Sonoma), macOS 15 (Sequoia)",10 - 100,3.9,Lmod,"Module generation, concretizer:unify:when_possible, Variant/flag propagation (++, ~~, ==), dirty flag in config.yaml",No,No,No,ARM,No GPUs,"gcc, LLVM",Somewhat important,Not Important,Slightly Important,Slightly Important,Slightly Important,Somewhat important,Slightly Important,Not Important,Slightly Important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Somewhat important,Not Important,,Not sure,No,Yes,"Documentation, Coworkers",Yearly,No,OK,Good,Good,Good,"Installing packages. We use spack to build toolchains for a CI/CD node. We don't need to touch it unless something major changes on the node or we need to update the version of something, so it's typically many months between my uses of spack."," We use spack to build toolchains for a CI/CD node. I clone spack, set up an environment and a spack.yaml with the packages we need, set up modules.yaml (we prefer to use LMOD for consistency with other build nodes), and build them.",The ability to get a fully consistent toolchain + libraries without much fuss.,"One library we build, py-h5py, requires libxcrypt, but can't find crypt.h even with the libxcrypt packages installed. We have to manually set our include paths both when building py-h5py and when building our software.",,,,,,,,,,
4/23/2025 9:32:39,HPC User / Analyst,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"Fortran, C++, Python, sh/bash/other shell script","HPC / Simulation, High Energy Physics, Compiler Testing, User Support",Word of mouth,7,No,,macOS 15 (Sequoia),1 - 10,3.1,"spack load, Environment Modules (TCL modules)","Environments, spack load",No,No,No,Intel,M3,"gcc, Classic Intel Compilers, Intel OneAPI",Somewhat important,Not Important,Somewhat important,Somewhat important,Somewhat important,Very Important,Very Important,Very Important,Slightly Important,Somewhat important,Slightly Important,Slightly Important,Somewhat important,Somewhat important,Somewhat important,Slightly Important,,Not sure,Maybe,No,Documentation,Monthly,Probably,Excellent,Good,Good,Good,I mostly just use it to install compiler packages and do compiler compatibility testing in a modular environment,,,,,,,,,,,,,
4/23/2025 9:34:32,DevOps/SRE,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"C, C++, Python",HPC / Simulation,Used at my site,3,No,0.22,"macOS 15 (Sequoia), RHEL 8, Ubuntu 24, SLES15, ","> 1,000","3.10, 3.11, 3.12","Spack environments, Containers","Environments, Module generation, Chaining (upstreams), Mirrors (spack mirror create / air gap support), spack-python (Python scripting), Externals in packages.yaml, Concretization preferences in packages.yaml, `require:` directive in packages.yaml, Distributed Builds (srun/mpirun spack install), spack develop, Variant/flag propagation (++, ~~, ==)",Yes -- several,No,No,"AMD, Intel, ARM",NVIDIA Other,"gcc, armclang",Very Important,Not Important,Slightly Important,Slightly Important,Somewhat important,Not Important,Somewhat important,Not Important,Not Important,Somewhat important,Not Important,Not Important,Not Important,Not Important,Somewhat important,Not Important,,Not sure,No,No,"Documentation, Slack, spack help, ChatGPT / other LLMs, Someone who knows more about it than I do!",Weekly,Probably,Bad,OK,Good,Good,Installed our code/Using it for nightly build tests,"I use it, along with a custom spack python extension, to build a large multi-physics code.",Automated configuration management,Figuring out what went wrong when there are problems.  Very arcane and frequently infuriating hierarchy of configuration files.  Y'all need to have ONE place where this stuff is stored and forget the hierarchy -- and NEVER put configurations in a user home directory.  There should NEVER be a .spack in my home directory.,"Clean up and simplify the configuration settings hierarchy.  Make each spack installation a completely independent and self-contained instance (i.e., don't put anything in my home directory).  

Have some professional technical writers edit, expand, and clarify your documentation. ",,"Spack has great potential and has come a long way since its inception.  It now a very useful tool, but still has some significant pain points and rough edges that need to be fixed.  I believe I covered those above.",,,,,,,
4/23/2025 9:34:46,Scientist/Researcher,Other Public Research Lab,United States,"C++, Python, sh/bash/other shell script, MATLAB, Lua","HPC / Simulation, Computer Science, Visualization, User Support, DevOps",Grad school ,8,"Packages, Spack User Meeting Talk","0.23, develop (1.0.0dev0)","macOS 11 (Big Sur), RHEL 8, Rocky 8, Cray EX","> 1,000","3.9, 3.10, 3.11","spack load, Spack environments, Lmod, Environment Modules (TCL modules), spack build-env, spack view","Environments, Module generation, Stacks (matrices in environments), Mirrors (spack mirror create / air gap support), spack ci (GitLab pipeline generation -- yourself, not on our CI), spack external find, spack develop, spack load",Yes -- just one,No,spack manager (https://sandialabs.github.io/spack-manager/),"AMD, Intel, ARM","NVIDIA Hopper, AMD MI200/250X","gcc, Classic Intel Compilers, Intel OneAPI, NVHPC",Somewhat important,Somewhat important,Somewhat important,Somewhat important,Critical,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Critical,Critical,Somewhat important,Critical,Somewhat important,Somewhat important,Somewhat important,,Not sure,No,Yes,"Documentation, Slack, Coworkers, GitHub Issues, ChatGPT / other LLMs",Weekly,Probably not,OK,Good,Good,Good,Deploy module stack on HPC clusters ,,make installation of software less complex ,,,,"more tutorials, maybe hosted through a video format. more advertisement for tutorials ",,,,,,,
4/23/2025 9:50:48,Scientist/Researcher,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"Python, Rust, Racket, Haskell, Rocq","Computer Science, Visualization, Formal Methods",Used at my site,0,No,,"RHEL9, Debian 12",1 - 10,3.11,,,No,No,No,"AMD, Intel, RISC-V",No GPUs,"gcc, LLVM, CompCert",Slightly Important,Not Important,Critical,Critical,Somewhat important,Not Important,Critical,Not Important,Not Important,Somewhat important,Somewhat important,Critical,Not Important,Somewhat important,Somewhat important,Not Important,"integration with existing language-specific package managers (Python's pip, Rust's cargo, Racket's raco, OCaml's opam, Haskell's cabal/stack, etc., etc., etc.) to make more packages available faster",Yes,No,No,"Documentation, GitHub Issues, GitHub Discussions",Weekly,No,OK,OK,Bad,OK,browse the package list to determine whether it has what I need,"I have settled on containers as the most reliable way to distribute software, but that seems excessive, and I'd rather use a general-purpose cross-platform ""universal"" package manager instead.",,,make more packages available,"GHC (Haskell compiler), Hackage/Stackage (Haskell package repositories), cvc5 (SMT solver)","What I want more than anything else is a reliable language-independent cross-platform package manager that integrates well enough with existing package managers that I don't immediately give up a large swath of the packages that I use, or have to port each one (along with its dependencies...), or hack together a hybrid solution where some packages come from the ""real"" package manager and some others come from one of a collection of ""side"" package managers.  Conda isn't it, Nix/Guix aren't it, and I don't think Spack is it yet, but I'd be thrilled if it got there.",,,,,,,
4/23/2025 9:56:12,System Administrator,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"C, Python","HPC / Simulation, AI/ML, Computer Science, System Administration",Word of mouth,4,No,"0.10, 0.11, 1.0.0-alpha* pre-releases","macOS 15 (Sequoia), RHEL 8",200 - 500,"3.6, 3.9","spack build-env, Containers","Environments, Module generation, spack containerize, build-env (debug a build)",Yes -- several,No,spack manager (https://sandialabs.github.io/spack-manager/),"AMD, Intel, ARM",AMD MI300A,"gcc, AMD ROCmCC (amdclang/hipcc), nvcc (CUDA), armclang",Very Important,Very Important,Very Important,Somewhat important,Somewhat important,Somewhat important,Critical,Critical,Very Important,Very Important,Somewhat important,Critical,Critical,Critical,Critical,Somewhat important,,Yes,No,Yes,"Documentation, Slack, Coworkers",Monthly,Probably,OK,Good,Bad,OK,Installing a package,,,,better build set-ups,,,,,,,,,
4/23/2025 10:07:54,Computational Scientist,"DOE/NNSA Lab (e.g., LLNL/LANL/SNL)",United States,"C++, Python","HPC / Simulation, AI/ML",Used at my site,8,Slack Discussions,I have no idea.  Nor do I know how to check,"RHEL 8, RHEL9",10 - 100,3.6,"Lmod, Custom script or env vars",spack develop,Yes -- several,My site has a front-end or extension to Spack,No,Intel,No GPUs,gcc,Slightly Important,Not Important,Not Important,Not Important,Not Important,Slightly Important,Not Important,Not Important,Not Important,Critical,Not Important,Not Important,Not Important,Not Important,Not Important,Not Important,"Adopting SNL's ""spack make"" as a real feature",Yes,No,No,"Slack, Coworkers",Never,No,OK,OK,Horrible,Bad,Tried to build code with it,spack develop / spack concretize / spack make,spack concretize -fU,Spack pathologically tries to rebuild system packages.,,,,,,,,,,
